userName,content,score,time
Reza Muhammad,"Halo netflix, bingung saya mau lapor siapa, tapi saya beli paket yang hanya bisa dipakai satu device dan yang terhubung hanya tv rumah dan hp saya saja, tapi anehnya kok pas saya mau nonton ada yang pakai, padahal gaada yang pakai sama sekali di rumah. So, kenapa netflix gampang banget kebobolan sih? tolong diperbaiki",4,9/8/2025 6:23
Fathan Rizky16,ngeleg bgt tiap mau nonton.,1,9/7/2025 23:39
HB Rajut,"aplikasi aneh, untuk aplikasi yg terkenal dan byk dipakai orang tapi untuk daftarnya super ribet, normalnya bikin akun dan sandi selesai, ini enggak masih verifikasi berkali2 dan tetep ga bisa log in..",1,9/7/2025 23:23
Rohani Naibaho,"Ini kenapa saya gak bisa login"" di Netflix min? tolong bantuannya akun ku error apa gimana yah? saya udah berlangganan sama tapi jadi gak bisa digunain karna gak bisa login. Kenapa ini? mohon konfirmasi nya min.",5,9/7/2025 22:55
Cindy Novarita2024,tidak bisa log in trus,1,9/7/2025 21:45
Setiani Efrata,kok dari semalam mau nonton di Netflix eror ya dibuat? ini apa yg salah ya? mohon bantuannya,3,9/7/2025 19:20
Srimulya Srimulyaningsih,Alhamdulillah filmnya bagus2,5,9/7/2025 19:12
Zidane Abimanyu,oke tapi film nya kurang lengkap entah knp di akun saya yang tayang hanya sedikit dan banyak film bagus tidak bisa di tampilkan,3,9/7/2025 19:06
Ricky Santoni,terima kasih,5,9/7/2025 18:19
Nadya Shoft,tolong diperbaiki lagi. saya gabisa muter vidionya knp ya?,2,9/7/2025 18:03
Nurul Izmi,suka tp susah loh,4,9/7/2025 15:35
Chelsii Meliana Ririnsia,"film nya ga lengkap, mahal",1,9/7/2025 13:59
Fadhil Septian,"@🐢aaz🕸🕸, a, aazzazaz",1,9/7/2025 11:49
jamal al-gohom3,top,5,9/7/2025 9:50
M Yoga Prasetyo,aplikasi apa coba ga bisa di daftar,1,9/7/2025 8:25
desiaratna sari19,"iiu, ada uii",4,9/7/2025 6:24
Ejen Alicia,harus bayar dan bagaimana jika orang yang tidak mampu harus bayar lagian orang lain juga bisa nonton di app lain.,1,9/7/2025 5:30
Ardi Akbar,Mantap,4,9/6/2025 22:51
Roni Ansah,aplikasi gajelas mau daftar aja di persulit,1,9/6/2025 22:36
Aetheraaa,kenapa berbayar si? kan semua yang ada di dunia ini milik Allah,5,9/6/2025 22:18
Azhar Isnantio,selama saya menggunakan netflix saya sudah bayar tetapi saat saya ingin menonton Kenapa selalu buffering Saya benci,1,9/6/2025 21:54
Lisa Delisya20,"log out terus , makin jelek",1,9/6/2025 21:46
Ananda Renata,"buset baru daptar , sudah kehilangan saldo pertama , akhirnya yang ke 2 bayar lagi , kayak mana lah , rugi lah kalau gitu terus",3,9/6/2025 17:52
Saitama Grub,ni aplikasi pemaksaan bgt sih gk di jelasin secara gamblang di aplikasi kalau aplikasi premium melainkan lewat Gmail.,1,9/6/2025 17:29
Satrio Kuncoro Nugroho,SAYA TIDAK DAPAT MEMUTAR FILM DI HP INFINIX GT 10 PRO! SUDAH COBA BERBAGAI VERSI AKAN TETAPI TETAP TIDAK BISA?! BODOH KALIAN !,1,9/6/2025 15:37
Lintang,ㄩㄩ,2,9/6/2025 14:33
Yeheskiel rqq Kiel,aplikasi ini sangatlah jelek karena susah masuk nya . dari tadi saya Masuk tidak Mau masuk sampe sekarang . ada apa dengan aplikasi ini?,1,9/6/2025 14:27
Bang Tedy,"sinyal lancar,internet lancar, tapi ngestuck di lobby gabisa dipake buat nonton, padahal pembayaran lancar",1,9/6/2025 12:48
F ASK,"semakin buruk, harusnya ada peningkatan dari film dan layanan",1,9/6/2025 11:41
Cyntia Melyana,payah udah berlangganan satu tahun tp ada episode yang gabisa di tonton di drama the fiery priest,1,9/6/2025 11:20
ahmad miqdad,"tolong netflix akun sy ternyata sdh tidak aktif, dan skrg sy sdh beli pake melalui aplikasi my telkomsel tpi kendalanya tidak bs login di aplikasi netflix, tiap mau login di alihkan jenis berlangganan padahal sy sdh beli paket",1,9/6/2025 10:57
Gifty Girsang,"pas mau nonton, banyak orang yang login di akun",1,9/6/2025 10:55
Lailatul atul,Masa masuk sandi salah terus padahal udh bener,2,9/6/2025 10:04
Avian Kevin,netflix keren,5,9/6/2025 8:46
Muhammad Hanif,salamun'alaikum bimashobartum dari sisi Allah SWT,5,9/6/2025 7:16
Kelpin 14,"kenapa akhir"" ini flem sakamoto days kita cari gk ada padahal sebelumnya ada",1,9/6/2025 2:11
Imam Wahyu,ok,5,9/6/2025 1:42
Khaerul Arbani,Film yang di tampilkan sangat bagus cuma kecewa dengan hasil penelusuran banyak film yang di cari tidak ada.,4,9/5/2025 23:55
Faizal Aditia,terlalu ribet login nya padahal udah bayar eh malah balik ke halaman sebelum nya udah coba 10 sama aja,1,9/5/2025 23:43
CHANNEL DESA,sering update terus jadi saya sudah bayar dan tidak bisa di buka lewat tv android box payah nih Netflix kalau bisa versi yang lawas lawas saja gpp kan tidak semua pelanggan/anggota Netflix mempunyai perangkat dan android box yang versi terbaru jadi berpikirlah lebih jauh lagi Netflix saya sudah bayar dan tidak bisa di buka di tv android box 🤦🏻‍♂️ parah,1,9/5/2025 23:28
Sukarman Blt,bagus,5,9/5/2025 23:20
Riswar Riswar,Sangat bagus untuk hiburan semua orang,5,9/5/2025 22:56
YUSNI Jn,keren,5,9/5/2025 22:49
Gina Junia Rosdiana,mau daftar susah bgt,1,9/5/2025 20:08
Emak AA,"saya membayar langganan pakai gopay, saldo gopay sudah terpotong, tapi TIDAK BISA LOGIN! dikasih link yg disuruh bayar paket, pembayaran saya ganti shopee pay akhirnya bisa login. masalahnya saldo digopay sudah terpotong tidak bisa dikembalikan karena pihak gopay sudah membayarkan ke netflix. Disarankan gopay buat membatalkan pembayaran, tapi netflix tidak bisa dihubungi cs nya hanya AI chat tidak membantu sama sekali. Jadi saya membayar hingga 2x melalui saldo gopay dan saldo shopeepay!",1,9/5/2025 18:23
Denok Indrawati,ok,4,9/5/2025 18:05
Felias Sai,sudah bayar tapi ga bisa nonton.. burik,1,9/5/2025 16:46
Muhammad Al Aqsa,saya sudah registrasi tapi tetap saja tidak bisa streaming film nya sudah saya ubah password nya tapi tetap saja tidak bisa saya mohon untuk bagian registrasi nya dipermudahkan,1,9/5/2025 16:45
Raihan Saputra,benerinlah netflixnya sering error gabisa ditonton padahal sinyal lancar,1,9/5/2025 15:45
Anakdara Ugi,mau login aja susah kali,1,9/5/2025 15:06
Komang Ayu,gabisa login,1,9/5/2025 14:21
vina amelia,"gimana sih, sandi bener tapi tulisannya salah mulu. jelek banget, udah di coba berulang kali juga tetep salah. maunya apa si, nama doang app nonton terbesar. tapi banyak bug kocak",1,9/5/2025 14:17
Nur aisyah Lir nawati,"ga bisa masuk ke Netflix, buat saya kecewa",1,9/5/2025 14:17
Iwan Rabany,ok,5,9/5/2025 13:04
nabilaa putri,"aelah gajelas ni apklikasi duit guee diambil tp gbisa msuk netflix hrus daftar lg pdhl sebelumnyaa udh daftar trs udh ada bukti transaksi tp malah gbida msuk kan anjirr apk gaje.. hati"" kalian semuaa jebakan",1,9/5/2025 12:24
Dian_06 Smun,"saya ingin mematikan langganan Netflix pembayaran di shoppy, karena saya ingin mengubah langganan di data seluler, JD tolong diubah pembayaran saya, karena saya sudah mencoba tuk sekian x lamanya tidak bisa, harap di bantu langganan Netflix saya makasih",4,9/5/2025 12:20
arise,"I suggest you to make a feature to allow users to make playlist because I want to save the different types of movies that I want to watch with playlist so I can watch the movies in order of same type in the playlist. I want to make playlist for myself like Korean Drama playlist, Anime playlist, Ended Movies playlist, On Going Movies playlist, etc. I don't like save the movies with different types in My List which is only one place and it is mixed with different types of movies.",3,9/5/2025 11:50
Mely 088,Cocok banget nonton di sini pas gbt,4,9/5/2025 10:47
Renal Diansyah,sangat susah untuk mendaftar pusing saya bulak balik crome tapi GK selesai selesai malah balik lagi ke awal . saya saran kan buat yg susah buat login pindah apk sebelah iqiyi viu atw wetv lebih bagus,1,9/5/2025 9:55
listia oktaviani,"Sorry bgt, mulai dari awal pendaftaran sistemnya buruk bgt, mempersulit bukannya mempermudah. harusnya dibiarkan login dulu sampe selesai, kalau udah login, trs mau nonton yg baru suruh bayar. ini mah masuk aja blm, blm tau di dalem nya ada apa aja eh udah kena tagihan. kalo tb tb pas udah bayar trs ada kegagalan login gmna? atau film film yg dikehendaki ternyata engga tersedia dengan baik gimana? rugi dong yg udah bayar.",1,9/5/2025 8:42
ANDREAS SIMORANGKIR,very good,5,9/5/2025 8:30
amy yunica,knp GK pke suara asli TERS dikasih translate dibawah.. dubbingnya jelek banget... merusak film😑😑,1,9/5/2025 8:10
Yeni Mlywty,"neflix bagus film-film yang aku suka tonton hampir smua ada di neflix ,standar kualitasnya juga bagus dan jernih",5,9/5/2025 8:00
Dimas,mau login aja ga bisa sandi salah terus padahal udah bener,1,9/5/2025 7:00
Fiero Aja,a very helpful application for watching the latest films,5,9/5/2025 4:42
ALL,"amit amit dah, bukanya apa yaa... mau masuk login aja wajib berlangganan. ga berlangganan ga bisa login. apalah daya yang buat ngecek film doang? anehh",1,9/5/2025 2:26
Desi Ratna Sari,tidak ada konfirmasi pembayaran langsung potong saldo parah sekali,1,9/5/2025 0:23
HASNAN SALIM,tidak dapat menonton download,1,9/4/2025 23:31
Nurlina Addy Nurung,"Langganan makin lama, pelayanan makin buruk",1,9/4/2025 22:34
Enung Ratih indahsari,"langganan Netflix mau nonton Wednesday, tapi di pencarian pun ga ada. kenapa ya?",2,9/4/2025 22:27
Intan Kim,Bagus,5,9/4/2025 21:25
Ilham Iamzt,padahal baru bayar 54000 ribu mau nonton pake akun 1 perangkat doang malah kebanyakn perangkat malah di taikin lagi harga nya jadi 120000k cuman di HP min min gimana sih upgrade ko malah naik harganya kecewa bgt😭,2,9/4/2025 21:24
Sheva,saya baru bayar tadi siang tapi kenapa gak bisa masuk yaa tolong perbaiki netflix,1,9/4/2025 20:07
Hana Marlina,film y itu itu aja payah,4,9/4/2025 18:49
Emon Chalim,"saya tidak ada berlangganan tiba"" kepotong, permintaan refund juga di tolak, apk sebelah aja minta refund masih bisa",1,9/4/2025 18:11
Farisi Adham,film nya tiba-tiba hilang di bilang nya kita pakai proxy atau VPN.. btw film yg saya tonton better call saul hilang terus film nya saya harus restart akun logout/login hapus aplikasi terus download ulang hapus data cache kadang tetep gak berhasil juga kesel banget mau nonton udah bayar kok jadi ribet gini habis series ini kayak nya auto berhenti berlangganan mau mencari jawaban untuk permasalahan saya juga bingung mau kemana.. tidak ada solusi,1,9/4/2025 17:19
Marding Sebuku,mantap,3,9/4/2025 17:03
Kang Manto,MANTABBBSSS,5,9/4/2025 17:02
Rigel Sporta,ini apaan si akun gw dipake 2 device padahal udah gw log out in smua tapi sama aja gak bisa,2,9/4/2025 15:58
Dandi Mardian,not good,1,9/4/2025 15:03
Aqilla Putri,jelek banget,5,9/4/2025 14:44
Dina Muliana,terlalu ribettt daftarnyaaa,1,9/4/2025 13:25
Juvinessa Robot,APK ELITE LOGIN SULIT. LOGIN DOANG RIBETNYA KEK NGURUS SURAT TANAH,1,9/4/2025 11:32
Ahmad Widyan,apa si gajelas bet dah di muter muter udah bayarr gw Masi aja di ribet ribet kecewa apaa afk ini trus aja di muter muter suruh ganti ulang sandi udah di ganti ttep suruh ganti lagi di kirim link baru beberapa menit yang lalu pas di pencet udah kedaluarsa di minta kirim lagi kedaluarsa lagi ini gimana si pusing gw,2,9/4/2025 11:10
Mega Retno,"netflix ku tiba² gak mau mendownload. padahal jaringan bagus memori juga bnyak, biasanya sangat lancar tapi tiba² gak bisa lagi di dowload cmn 1%trus. sudah saya hapus dan download kembali aplikasinya berulang kali dan sudah restart hp, memastikan wifi aman juga sudah. jadi ntah apa yg salah. mohon bantuan nya netflix atau sesama costumer yg lebih paham 🙏, terimakasih sebelum nya",5,9/4/2025 10:41
Ayu Pratiwi,gajelas pelayanan buruk tidak dapat membantu sama sekali,1,9/4/2025 7:58
Rayyan Athallah,"tiba² suka berubah grafiknya jadi yg low padahal udh bayar yg hd, dan saran film lama tayangkan lagi",2,9/4/2025 7:20
Jeremia Werung,Saya bayar lewat MyTelkomsel untuk Netflix Basic Standar. Tapi Hanya di berikan DASAR untuk 1 perangkat 🥺.,5,9/4/2025 6:42
Rudi Darmawan,Netflix good nice,5,9/4/2025 1:49
Beryl ok,duit gua diambil netplik,1,9/3/2025 23:51
Zhafira Farahiya,sebulan mau play film gabisa-bisaa. loading terusss pdhl jaringan juga kenceng,1,9/3/2025 23:51
Asrar Ahmad 44,video sexy ya gan yang penting adalah di mana mereka berasal dan tak lama setelah itu sexy yang paling penting dari sebuah perusahaan swasta di Indonesia ensiklopedia yang sama dengan cara yang lain 🙏🙏🙏,5,9/3/2025 23:29
Sakira,ini apaan gabisa login jir,1,9/3/2025 21:43
Andi Achmar Fadli,ribet buat login,1,9/3/2025 21:21
skudbdn skudbdn,apa siii saya udah bayarrr ... pas udahh bayarrr kenapaa gbsa ditonton videonyaa.... nyesal saya bayarrr....tolong balikin fiture yang lamaa..... nonton videooo selalu erorrr... dan layarrr hitammm ... hapus aja apk nyaa ... biae tidak banyak orang orang dowload dan buang buang uuang,1,9/3/2025 21:07
Agung New'season,ini dafar ny gmana.?,2,9/3/2025 21:05
Danu Ramadhan,loading doang,1,9/3/2025 20:44
Klara Indri,"buat yg gatau, ini aplikasi berbayar/berlangganan.",2,9/3/2025 20:14
Uni Yunika,sandi udh bener tapi tetep salah dan gabisa masuk ke akun,2,9/3/2025 14:45
Fitriyah97 Manis,error loading,4,9/3/2025 14:19
Dafa Putra,uda beli langganan di netflix tapi pas mau masuk akun selalu gabisa sandinya mana uda beli langganan nya amit,1,9/3/2025 12:52
Akhmad Hikami,film yang di tonton ketika berhenti lalu ingin di lanjutkan suka menghilang,2,9/3/2025 12:32
Diana Pebrianti,maaf ni netflix kenapa lagi? daftar putar yg d tonton tetiba ilang.. pas ada d beranda mau d buka gak bisa.. perbulan saya bayar lho ini,3,9/3/2025 11:42
Sharil Ril,"ini gimana login nya, padahal email sama sandinya udah bener malah ga bisa-_-",1,9/3/2025 11:28
Adi Putra,eror mulu,1,9/3/2025 9:15
GAME JAVA ID,"lu klo gk niat nayangin animasi mending gk usah tayangin apalah satu series isinya 25 eps tp lu cuma tayangin 20eps udahlah langganannya mahal gk lengkap pula vinland saga,fruits basket dua series ini yg eps per seasonnya gk lengkap",1,9/3/2025 8:36
Suci nur Azizah,serius mau awal daftar langsung berlangganan?!?!! gilee pemaksaan,1,9/3/2025 8:12
random video,siop,5,9/3/2025 7:26
ADRIAN,app terburuk mengapa kalian tidak menyematkan fitur kualitas vidio tanpa perlu memandang perangkat keras/ lunak,1,9/3/2025 6:31
Afandi Milanisti,tambah film horor indonesia nya..,3,9/3/2025 0:25
Indra Setiawan,gak bisa masuk padahal sandi email bener gak jelas apk ini jangan download,1,9/2/2025 22:04
Jimmy Tobing,"aplikasi jelek, udh bayar ehh pas masuk ke akun ga bisa lagi. TOLONG KAU BALIKIN AJA DUITNYA KALAU GA BISA DIPAKE NIH APLIKASI.",1,9/2/2025 20:54
عاطفة عَليا الزهراء,"padahal nonton sendiri pake akun sendiri 1 profil doang masa keterangannya ""Terlalu banyak perangkat yang menonton di akunmu saat ini""?",1,9/2/2025 19:43
papah el,"bug anjaay,tiap play video muter muter mulu,wifie kenceng,udh 3 hari ga bisa play video,muter muter mulu,benerin dulu tuh bug ny!!",3,9/2/2025 19:19
Fahmi Ganteng,jelekkk anjj apknyaaaa,1,9/2/2025 19:04
Ayu Putri,Pelayanan customer service netflix super duper cepat. Saldo shopepay sempet terpotong gara² netflix padahal sudah nonaktif akun netflixnya. Tapi waktu chat ke Cs langsung respon dan uang kembali. makasih banyak,5,9/2/2025 18:22
bila,"ga bisa di putar vidio nya,padahal udh saya bayar,gimna sih ini ,tolong di perbaiki dong",1,9/2/2025 18:17
Dimz Dimzen,"apk gaje, gabisa login padahal sandi udah bener",1,9/2/2025 17:11
Putri Pinasti,udah daftar udah punya akun udah bayar pas nontkn film muter²doang sampe setengah jam padahal jaringan oke kuota aman,1,9/2/2025 14:34
Saputri,"mau masuk gk bisa, bikin akun juga gk bisa, aplikasi gk jelas",1,9/2/2025 13:08
Nayla Priyanka .s.,login aja susah amat,1,9/2/2025 9:03
MUHAMAD HADI KURNIAWAN,apk nya bagus tapi tolong dong kasih kecepatan Vidio nya sampai 2x kalau Udah ntar saya kasih bintang 5,4,9/2/2025 8:11
Iqbal Osman,"sudah batal langganan, kenapa tetap terpotong saldo saya secara otomatis",1,9/2/2025 7:48
Brita Max,Gak recommended apk nya,2,9/2/2025 0:17
Adityakawee,"sering terjadi masalah saat memutar video (5.10) sudah dicoba berbagai cara tetep ga bisa, kadang lancar kadang ga bisa. kalo gini terus mending stop berlangganan",1,9/1/2025 23:15
B,notgood,1,9/1/2025 23:09
Galih Aditama,bagus banget saya suka nonton drama.,5,9/1/2025 22:21
siti choriah,"Gak bisa buat nonton. cuma muter aja, padahal sudah ganti pakai wifi tetap saja tidak bisa. zonk...!",1,9/1/2025 22:20
Thrift bydesma,udah bayar tapi gabisa nonton keterangan nya pembayaran di tunda udah jelas udah bayar,1,9/1/2025 22:04
danielliance anggraini,"ni apk g niat ajg, dri tdi kesalahan mulu, ni hapus aj apk dri play store, nyusahin gblok, mau login aja kya mau lewatin jembatan siratal mustakim kntol",1,9/1/2025 19:30
this alea,kenapa disamsung A06 gabisa putar film?,1,9/1/2025 19:09
Anggun Lauraanggun,sy tidak bisa masuk di netfix padahal sy sudah memasukkan email sy tapi tidak bisa masuk juga,1,9/1/2025 19:09
Eril Arif,"jaringan aman, buka aplikasi lain lancar, nah knp neflix buka film malah muter"".",2,9/1/2025 18:19
Hyudi Bisnis379,bagus,1,9/1/2025 16:43
Imam Syafii,bagus,5,9/1/2025 15:31
Rintang Wijaya,"Daftar kurang lebih 3 bulan yg lalu, abis tu ga bisa login. Sampe sekarang 1 September 2025 ngga bisa login, tapi selama 3bulan ini saldo otomatis kepotong hampir 200ribu njirrr. Aplikasi ga jelas, mending bagi yang mau download dipikir-pikir lagi. :( Kecewa banget, login ga bisa tapi kepotong otomatis saldonya.",1,9/1/2025 15:18
alvi devari,sebenarnya Netflix ini bagus banyak film dubing nya mempermudah banget dan semuanya lancar lancar aja walaupun ketika kita coba log in atau masuk sering terlihat sandi salah padahal benar itu restart aja terus aplikasinya dan kalau benar tidak bisa masuk nya mending pakai email atau ganti kata sandi rada ribet sih dan juga filmnya tidak terlalu lengkap tapi bagus dan keren jadi ya lumayanlah untuk Netflix semoga bisa di perbarui untuk memperbaiki bugnya dan perbanyak filmnya,5,9/1/2025 14:02
Kobra Rafka,"bagus jir tapi minus nya s1 Spongebob gak ada jadi nya merasa kurang,tapi gapapa yang penting ada Spongebob,horee i like Spongebob,lain kali adain Doraemon series + movie Doraemon nya dub indo,gak ngerti bahasa jepang soalnya",5,9/1/2025 13:42
Afriza Nourma Zulpikar,susah untuk login ke aplikasi ini,1,9/1/2025 12:29
Alpian Wahyudi,knpa jadi GK bisa di buka ini Netflix padahal cuma 1 prangkat yg terhubung aneh .semenjak di perbarui malah muncul notif trus terlalu banyak perangkat.,1,9/1/2025 10:40
Alex Candra,"pembayaran saya ubah dari shopee pay ke dana,tapi tetap di potong dari shopee pay jadi saya bayar Doble",1,9/1/2025 9:06
Yohanes Erick Eglasias Pedor,"sering stuck loading, walaupun sudah didownload tetap gak bisa terputar. hapus data, relog akun, bahkan download ulang aplikasi tetap sama",1,9/1/2025 6:49
Alfarizi Ramadani,"baru coba netflix sudah payment tapi vidio gabisa play muter muter loading doang,kecewa sih",3,9/1/2025 1:54
Siti Nurhana,"orang mau bayar kok ribet bgt gabisa bisa padahal tinggal potong saldo aja ribet nya minta ampun, nol",1,9/1/2025 0:19
Fikri maulana Ridho,"baru memperpanjang keanggotaan, saldo udah kepotong, masih belum bisa, katanya pembayaran tertunda",1,8/31/2025 23:28
Syahril Gaming,aneh ga jelas beli paket 180p masih tetap saja kualitas jelek,1,8/31/2025 22:08
Coconutis Verynut,"jujur kecewa, karna beberapa series seperti TAWOG hanya ada 2 musim sedangkan aslinya ada 6 yng membuat penonton menjadi tergantung. beberapa seri juga sudah dihilangkan seperti family guy. overral untuk film² nya lumayan lengkap.",3,8/31/2025 21:26
Reza Code,Trash app. You have to log in to the TV via the web.,1,8/31/2025 21:09
Iyut Setianingsih,"sudah melakukan pembayaran tapi tulisan di tv pembayaran belum di setujui, tolong itu gimana yaa",1,8/31/2025 21:02
Rara Aray,ribet masukin email aj slah mlu apk rusak,1,8/31/2025 20:43
Muhammadarifin,"sering leg/bug soalnya pas login muter"" terus tak tungguin sampe ketiduran eh bangun"" masih muter""kocak banget",1,8/31/2025 20:25
Tirza Kirana,bayar cuman buat liat loading aja,1,8/31/2025 20:22
ANNISA,"ini udah 2 minggu saya gak bisa nonton netflix di tv android, loading terus menerus, kualitas gambar pecah², udah di download ulang pun masih begitu aja, cape bgt dah, berasa rugi bgt.",2,8/31/2025 20:00
Black Land,Mantap,5,8/31/2025 19:30
Regina Nebula aulia atmaja,kualitas nya oke bgt cmn gada kecepatan 2x trs juga kebanyakan film yg mau aku tonton gada trs jg knp kualitas nya ga hd si plis lah ini aku udah berlangganan malah dikasi kualitas yg minim bener² burem bgt 😔😔😭,2,8/31/2025 18:44
galaxy mega,kenapa sya sdh tdak berlangganan tapi masih dipotong woii,1,8/31/2025 16:50
Fazli,"gak bisa masuk + kenapa pas lagi nonton aku dikeluarin dan muncul teks terlalu banyak yang menonton padahal aku udah nonton dari tadi nonstop ,ini nama nya tidak ADILp",2,8/31/2025 13:46
Mikael Mike,ga guna,1,8/31/2025 13:45
Eifel Llita24,sangat bagus,5,8/31/2025 13:38
Faisal Riyadi,"Sangat nyaman karena minimnya jeda iklan dalam pengalaman menonton,kekurangannya hanya film yang tersedia cenderung tak lengkap dan terkadang dalam satu series,ada film yang sudah tak tayang,dan filmnya seringkali ngefreeze yang mengurangi rasa senang",4,8/31/2025 12:23
Apriyani Kornelia Neno,mau daftar akun tapi nggak bisa anjir,1,8/31/2025 12:16
firdausdeverata Deverata,buruk,1,8/31/2025 11:29
Raudhotul Jannah,"Netflix gimana si? masa banyak film yang gaada, padahal gw mau nonton The nun, the Conjuring, Willy wonka & the chocolate, dan lain-lain, GW UDAH BAYAR MASA KAYA GINI?",3,8/31/2025 11:07
Fitriana 1,buruk. sudah saya uninstall,5,8/31/2025 10:24
Ruggrerio Mahatma,dont remove anime🤬,3,8/31/2025 9:34
Handi Ramadhan,"berbahaya sekali sistem Netflix sekarang, saya sudah melakukan tindakan pembatalan keanggotaan demi menghindari tagihan bulanan..,katta sistemnya saya sudah berhenti.. tapi knapa diakhir bulan ini tanggal 31,08,2025. saldo dana saya tetap dipotong?????? smpe saya gak bisa belanja kebutuhan anak2. jadi saya memutuskan untuk menghapus akun secra permanen. kalu tidak bisa juga saya bawa ini ke ranah hukum.",1,8/31/2025 5:23
Itnanik Itser,"saya gak pake VPN ato wifi, cuma pake data seluler, tapi ada notif dari Netflix bahwa saya pake VPN dan saya jadi gk bisa nonton drama favorit saya. Trus tiba-tiba judul drama favorit saya hilang gitu aja dari Netflix. Padahal saya bayar loh, gak gratisan.",1,8/31/2025 2:02
Kurni Awan,"ga jelas,udah beli masak salin link salin link aja,gajelas banget",1,8/31/2025 1:48
Encep ZM,"simple, mudah.",5,8/30/2025 23:08
Emy Rosita,"dari tadi coba login atau buat akun baru,tp selalu ndk bisa. selalu diarahkan ke pembelian paket auto delete si kalo kayak gitu.",2,8/30/2025 22:16
Rayhan Dwi,"The movie is good, it just seems like sometimes the movie stops for about 10 seconds, only the sound is there, and.. Where is the anime Ranking of Kingsss???? I like that anime and want to watch it again but it's not there :(((. Wasn't there one before..? :D",5,8/30/2025 22:08
Jackpot Gaming,ga jelas pendaftaran aja susah pake salin link tapi g bisa masuk,1,8/30/2025 20:37
Sinta Widiawati,"kesel bgt kadang tiba2 film yg lagi ditonton suka ilang, dicari judul nya ga muncul, aneh padahal lagi marathon anime tiba2 ilang tuh film nya gaada di pencarian Netflix",3,8/30/2025 20:32
Daddy Boy,ribet login ny kntl,1,8/30/2025 19:18
dede kusnadi,"ampppuuuuuuuunnnnn, taiiiii banget gagal jaringan server Netflix android mau di tv juga sama ajaaaaa",1,8/30/2025 19:12
hartini srie,padahal sudah bayar bulanan. kok gak bisa nonton,4,8/30/2025 17:35
Agustina,bagus,5,8/30/2025 17:04
nurul hanifah,"jelek banget, padahal yang login netflix cuma 1 perangkat masak download aja ga bisa katanya ada perangkat yang lagi download ga bangettt",1,8/30/2025 17:03
Ristan,g ada kny infinite castle sia sia beli netflix,4,8/30/2025 16:52
Kitty •_•,loading yg begitu lama bikin kesal ngabisin waktu,1,8/30/2025 16:47
Wawan Wanto,saya ingin batalkan akun dana saya yg terhubung dengan Netflix karna selalu mencuri saldo dana saya tanpa konfirmasi padahal saya tidak pernah membeli bahkan menonton netflik,1,8/30/2025 16:42
Hasna Mahira,saya daftar bingung banget soalnya harus isi kata sandi maksudnya apa ya saya udah isi kata sandi juga tetep nggak bisa Sama sekali,1,8/30/2025 15:43
Afif Ramadani,Aplikasi Ter Ribet Sejagad Raya,1,8/30/2025 14:53
Iven dacosta,ok,5,8/30/2025 14:03
fayiz mufrih,"aplikasi nda jelas, nda bisa berhenti untul berlanggan dan nda bisa login",1,8/30/2025 13:03
Novan Novan,bagus sekali menurut gw cocok,5,8/30/2025 10:28
Alisa Mantap,Sering tidak bisa di buka aplikasinya,2,8/30/2025 3:37
Yeyen Nia Siska,"Tiba tiba akun netflix saya tidak bisa di akses, padahal game yang terhubung masih bisa dimainkan. Sinyal HP saya juga bagus. Sudah saya coba mulai ulang HP, uninstal dan instal ulang aplikasinya masih belum bisa. Bagaimana solusinya netflix?",4,8/29/2025 22:47
Dewi Kristiani,"gila mau daftar aja susah bgt udah daftar, udah bayar, tiba"" akun keluar pas mau login lagi, pasword udah bener, malah gak bisa masuk keterangan sudah banyak upaya masuk, yaaa gilak sihh apk tolol",1,8/29/2025 22:36
Amirul Fata,"jadi yang gabisa login tu, langkah pertama salin link terus buka link lewat chrome disitu baru akan muncul opsi paket 480, 720, 1080 dan 4k kalau maih bingung bisa lihat tutorial youtube.",5,8/29/2025 22:29
Galang Pratama,film yang lagi gw tonton kok tiba2 ilang ? di pencarian juga ga muncul ?,1,8/29/2025 22:23
nine kyuu 5 4 lfl,"kesel banget sama netflix, baru ini kecewa. payment sudah masuk tapi tetep ga bisa nonton, mana ngambil yg 120.000 rb, balikin saldo gua. mana metode pembayaranya muter muter aja",1,8/29/2025 22:20
Rianpangestu ID,giliraan login sistem sibuk aneh banget,1,8/29/2025 21:18
Dono Doni,"Udah langganan Netflix, tapi error mulu pas mau login, kecewa sama aplikasi ini jadi buang-buang uang aja, udah langganan mahal error mulu nyesel pake aplikasi ini.",1,8/29/2025 20:57
Munif Adhitya,"anime anime yg ramenya pada ilang, kya one piece kaiju dll, server indo pada gak ada, pake sever jepang baru pada kluar, tpi subtitle indonya gak ada, ada apakah ini",1,8/29/2025 20:45
hari ono,••••••••••.live,5,8/29/2025 20:27
Uing Candra,apk apa ini sussah kali masuknya......jangan di dontload nanti nyesalll,1,8/29/2025 20:12
Siti Lutpiah,iloveyou,5,8/29/2025 19:53
Tu hotmar Martua,susah kali padahal udah benar semua malah gabisa masuk,1,8/29/2025 19:41
Yuan,Error banyak drakor yang hilang,1,8/29/2025 19:01
M Difa Khairan,lemot bngt mau daftar juga lama,1,8/29/2025 18:14
I Made Parwata,"setelah update, drama yg sudah setengah di tonton malah hilang dan tidak bisa di akses",1,8/29/2025 17:51
